   9.2112365311485778e-01	  -3.8927010631737335e-01	   6.9693756865532175e-01	  -7.1713180475893601e-01	   3.6280770535069695e-01	  -9.3186402921143052e-01	  -8.7546839658545994e-01	  -4.8327537344673765e-01	   5.3288982683983244e-01	   8.4618463260130961e-01	  -5.7588007934883133e-02	  -9.9834043359071245e-01	  -4.3205686490122669e-01	   9.0184636468287827e-01	  -9.9453930365158583e-01	  -1.0436270163338467e-01	  -6.1828999164722609e-01	   7.8595005326602851e-01	   1.6499929999999999e-01	   8.4286755000000002e-01	   3.1710909999999998e-01	   2.0740575999999999e-01	   4.4222922999999997e-01	   3.1273319999999999e-01	
   2.0530877536920067e-01	   9.7869724979505235e-01	  -9.1569661351279819e-01	   4.0187026762525374e-01	  -5.8130987602927453e-01	  -8.1368226478818473e-01	   9.5865300089683547e-01	  -2.8457762363104389e-01	   8.3803115225701585e-01	  -5.4562238576398081e-01	   6.4810915701560523e-01	  -7.6154745130721924e-01	   4.0459242430644332e-01	  -9.1449711327802174e-01	   4.7533521121905248e-01	   8.7980477208033980e-01	  -8.1695463982775884e-02	   9.9665733889067354e-01	   1.0462524000000001e-02	   7.3212953999999997e-01	   1.6711422000000001e-01	   6.0415582999999995e-01	   3.1715731000000003e-01	   6.8973883000000002e-01	
  -9.7094181742606167e-01	  -2.3931566428751863e-01	   8.8545602565324733e-01	   4.6472317204369717e-01	  -7.4851074817118124e-01	  -6.6312265824070471e-01	  -9.4789920234159120e-01	  -3.1857040383591062e-01	   7.9702579559964970e-01	   6.0394526337139653e-01	  -5.6310102944756879e-01	  -8.2638806297954726e-01	   2.7050023770250903e-01	   9.6271990807445451e-01	   8.4411608644192471e-01	   5.3616045416458036e-01	   9.9659386207459277e-01	  -8.2466199592606537e-02	   1.9300676999999999e-02	   6.5476144999999997e-01	   6.1597751000000001e-01	   8.3774126000000004e-01	   7.6649668999999998e-01	   1.2934366000000000e-01	
   6.9790076180819149e-01	  -7.1619447545170711e-01	  -2.5869053335091940e-02	  -9.9966534004112906e-01	  -7.3400882586782690e-01	  -6.7913992928418965e-01	   4.8384161921430657e-01	  -8.7515557903499530e-01	  -5.3179457503215599e-01	  -8.4687338484945240e-01	  -9.9845031576019128e-01	   5.5650399444876091e-02	  -4.3438905993273730e-01	   9.0072534360411594e-01	  -2.8910815622142921e-01	  -9.5729643998410741e-01	   9.6445502550977702e-01	   2.6424705063431725e-01	   7.1068889999999996e-01	   6.1279459000000001e-02	   7.9750249999999995e-02	   5.3196684999999999e-01	   4.5338665000000000e-01	   4.7098298999999999e-01	
  -1.4959407015202205e-02	   9.9988810181027432e-01	  -9.9955243228350699e-01	  -2.9915466169275668e-02	   4.4864830350331071e-02	  -9.9899306654132292e-01	  -8.5718116144789180e-01	   5.1501500605209871e-01	   4.6951908708231344e-01	  -8.8292232210166199e-01	   5.2255328673549241e-02	   9.9863375700264578e-01	  -5.5910365373078197e-01	  -8.2909776527553725e-01	  -5.0213445492537734e-01	  -8.6478956352212888e-01	   5.2778029868510268e-01	  -8.4938092533318865e-01	   6.9912587999999998e-01	   7.2579974999999997e-01	   6.6340076999999997e-01	   3.0489387000000001e-01	   3.6399502000000000e-01	   7.2439869999999995e-01	
  -6.5486073394529998e-01	  -7.5574957435424539e-01	  -1.4231483827324606e-01	   9.8982144188093835e-01	   8.4125353283114945e-01	  -5.4064081745564707e-01	   5.9602589383862647e-01	  -8.0296521336473003e-01	  -2.8950626774773280e-01	  -9.5717611803407321e-01	  -9.4113235785108107e-01	  -3.3803828925975937e-01	  -8.3237224186955616e-01	   5.5421697101861578e-01	  -9.9715457251122697e-01	   7.5384073383920475e-02	   2.1652666393209416e-01	  -9.7627670452922211e-01	   9.2923156000000007e-02	   2.8058377999999998e-02	   9.1785897000000005e-01	   9.6600699000000001e-01	   7.4839339999999999e-01	   7.3308368999999998e-02	
   9.7551196798043527e-01	   2.1994635783967467e-01	   9.0324719934612352e-01	   4.2912060877262015e-01	   7.8674493803347179e-01	   6.1727822128980758e-01	  -9.8315684422834659e-01	   1.8276383571964860e-01	   9.3319476070608265e-01	  -3.5937103193039532e-01	  -8.5179678774409207e-01	   5.2387234359989476e-01	   7.4170492281856548e-01	  -6.7072632829396650e-01	  -9.9927950795797393e-01	  -3.7953458014645662e-02	  -9.1888302793528331e-01	  -3.9453007613170044e-01	   2.1128225000000000e-01	   8.1354989000000003e-02	   2.7375570999999999e-01	   2.8627531000000001e-01	   2.4856544000000000e-01	   1.4113587999999999e-01	
  -7.5814229506715602e-01	   6.5208915067673479e-01	   1.4955947913938927e-01	  -9.8875273056490443e-01	   5.3136756153958631e-01	   8.4714137813205292e-01	  -1.0592381038200671e-01	  -9.9437424865799728e-01	  -9.7756029278831336e-01	   2.1065581872720018e-01	   3.1301763256258408e-01	   9.4974731466054441e-01	   9.1124825207274596e-01	  -4.1185752766504741e-01	   7.2872597996748290e-01	   6.8480540748480634e-01	  -5.6811533855693697e-01	  -8.2294894258169926e-01	   6.8432252000000005e-01	   4.0239464000000003e-01	   3.0524896999999999e-02	   2.9940380999999999e-01	   8.7777680999999996e-01	   6.3427180000000005e-01	
  -1.6228623808852688e-01	  -9.8674372403733790e-01	  -9.4732635385414798e-01	   3.2026985386296614e-01	   4.6976229850674750e-01	   8.8279294452417179e-01	   9.9461542824101135e-01	  -1.0363469450405878e-01	   9.7851970019010082e-01	  -2.0615333210956163e-01	   9.5188615305267499e-01	  -3.0645187489486736e-01	   9.1500160732024960e-01	  -4.0345019345807703e-01	  -2.6367328058844969e-01	  -9.6461204694100966e-01	  -5.9151511799636090e-02	  -9.9824901635404450e-01	   6.1183394999999996e-01	   9.8822667000000003e-02	   9.7448000000000007e-02	   8.4906601999999998e-01	   6.3877778999999996e-02	   8.6474401000000001e-01	
   8.7630668004386969e-01	   4.8175367410170422e-01	   5.3582679497901797e-01	   8.4432792550200153e-01	   6.2790519529351191e-02	   9.9802672842826923e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   2.9009073000000002e-01	   9.3451954999999998e-01	   4.8748292999999998e-01	   8.8628922999999998e-02	   2.2435531000000000e-01	   4.7303903000000003e-01	
  -8.7910746109224480e-01	   4.7662361654868435e-01	   5.4565985629610536e-01	  -8.3800675488143506e-01	  -8.0279840684612344e-02	   9.9677236477525466e-01	   1.6735949261842353e-01	  -9.8589593783041007e-01	  -9.4398160046100765e-01	  -3.2999808785972451e-01	  -4.8332805600698681e-01	   8.7543931273190323e-01	   7.8220252401785106e-01	   6.2302424625378994e-01	   3.2277430878391877e-01	   9.4647596144279511e-01	  -6.1702826607485550e-01	  -7.8694098817170355e-01	   2.2582717999999999e-01	   8.9524625999999996e-01	   9.5081552000000003e-01	   8.7680970999999996e-01	   4.0448233000000000e-01	   1.7514840000000001e-01	
   5.5152200485057597e-02	  -9.9847795908655690e-01	  -9.9391646956331203e-01	  -1.1013651315890584e-01	  -1.6478556127457045e-01	   9.8632941697762655e-01	   9.9362080139059961e-01	  -1.1277279389951587e-01	   9.7456459391219463e-01	  -2.2410678769898776e-01	   9.4307450422927852e-01	  -3.3258153808156649e-01	   8.9955229541448167e-01	  -4.3681308109366085e-01	  -5.7800775448859587e-02	  -9.9832813761684114e-01	   1.6740152273769546e-01	  -9.8588880214002883e-01	   5.0396200000000002e-01	   1.5087758000000000e-02	   5.2151011999999997e-02	   5.0691620000000004e-01	   1.2552785000000000e-01	   8.4033471999999998e-01	
